6409791,bryceco,624323,5,14915721,2013-02-04T21:30:40Z
6411602,Omnific,1408522,3,43676053,2016-11-15T17:25:37Z
6413235,Omnific,1408522,13,39304209,2016-05-14T03:40:50Z
6414664,balrog-kun,20587,3,4304484,2010-04-02T16:50:42Z
6416140,STBrenden,1340045,6,17491893,2013-08-24T23:38:45Z
6417684,balrog-kun,20587,6,4304484,2010-04-02T16:53:08Z
6419410,balrog-kun,20587,4,4304484,2010-04-02T16:54:14Z
6420938,balrog-kun,20587,8,4304484,2010-04-02T16:55:26Z
6423348,Amoebabadass,11131,5,20903551,2014-03-04T06:02:13Z
6425133,sctrojan79,2601744,9,36825525,2016-01-26T21:11:46Z
6427001,lukobe,137875,3,43047746,2016-10-21T00:18:01Z
6428149,Baugh016,3593583,9,38111472,2016-03-28T04:20:40Z
6429600,sctrojan79,2601744,9,37426716,2016-02-25T03:24:39Z
6430752,tkmedia,183737,4,14067036,2012-11-28T01:23:29Z
6431840,STBrenden,1340045,5,18426599,2013-10-18T22:42:43Z
6433098,Omnific,1408522,3,43576208,2016-11-12T07:46:01Z
6434373,STBrenden,1340045,5,19535218,2013-12-19T18:48:13Z
6435505,Skybunny,1751737,4,41367959,2016-08-10T13:47:07Z
6436649,STBrenden,1340045,4,18511480,2013-10-23T22:57:03Z
6437827,STBrenden,1340045,5,17838673,2013-09-14T19:24:45Z
6438965,Wim L,223681,5,4444106,2010-04-17T03:15:52Z
6440112,Wim L,223681,5,4858943,2010-05-31T01:32:04Z
6441543,balrog-kun,20587,5,4304484,2010-04-02T17:12:24Z
6442810,goldfndr,7247,6,13420974,2012-10-09T07:20:31Z
6443962,sctrojan79,2601744,5,37427520,2016-02-25T05:08:16Z
6445040,STBrenden,1340045,11,17983512,2013-09-23T01:55:58Z
6445937,STBrenden,1340045,12,18426599,2013-10-18T23:17:36Z
6447122,Skybunny,1751737,9,44150459,2016-12-04T04:26:36Z
6448316,lukobe,137875,7,44245650,2016-12-07T21:50:34Z
6449243,LostSparky,354807,5,6792252,2010-12-28T23:31:26Z
6450213,tpotter,1218502,22,16907067,2013-07-11T00:29:37Z
6451182,zephyr,121241,5,6578812,2010-12-07T19:55:06Z
6452445,STBrenden,1340045,7,16241228,2013-05-22T18:31:57Z
6453387,STBrenden,1340045,5,17403313,2013-08-18T22:14:15Z
6454415,sctrojan79,2601744,11,37402781,2016-02-24T01:07:59Z
6455362,balrog-kun,20587,2,4304484,2010-04-02T17:26:11Z
6456608,balrog-kun,20587,2,4304484,2010-04-02T17:27:15Z
6457686,Jfact0ry,1747214,4,41096922,2016-07-28T22:59:36Z
6458696,balrog-kun,20587,2,4304484,2010-04-02T17:29:06Z
6459780,balrog-kun,20587,5,4304484,2010-04-02T17:30:19Z
6460973,zephyr,121241,6,6573310,2010-12-07T11:08:26Z
6462093,sctrojan79,2601744,9,36766652,2016-01-23T21:59:50Z
6463263,Skybunny,1751737,7,20624151,2014-02-17T20:56:55Z
6464220,STBrenden,1340045,6,19309083,2013-12-06T18:51:01Z
6465343,lukobe,137875,15,32832374,2015-07-23T17:40:12Z
6466434,balrog-kun,20587,3,4304484,2010-04-02T17:36:44Z
6467429,STBrenden,1340045,4,17837315,2013-09-14T18:19:45Z
6468514,STBrenden,1340045,4,16225449,2013-05-21T16:19:05Z
6469723,sctrojan79,2601744,11,37319500,2016-02-19T22:14:26Z
6470979,andrewpmk,1679,23,30004219,2015-04-06T00:15:38Z
6472257,STBrenden,1340045,6,18287977,2013-10-10T20:52:57Z
6473414,STBrenden,1340045,6,19024198,2013-11-20T22:34:30Z
6474616,sctrojan79,2601744,17,37402781,2016-02-24T01:08:02Z
6475919,balrog-kun,20587,2,4304484,2010-04-02T17:46:20Z
6477295,Glassman,447903,4,34704811,2015-10-18T05:22:55Z
6478742,STBrenden,1340045,8,16991368,2013-07-17T19:44:31Z
6479936,sctrojan79,2601744,5,36768227,2016-01-24T00:25:02Z
6481005,STBrenden,1340045,5,18304125,2013-10-11T21:25:34Z
6482038,balrog-kun,20587,2,4304484,2010-04-02T17:52:12Z
6483132,sctrojan79,2601744,4,37319500,2016-02-19T22:11:52Z
6484105,balrog-kun,20587,2,4304484,2010-04-02T17:54:36Z
6485424,STBrenden,1340045,3,17860150,2013-09-16T01:44:33Z
6486823,STBrenden,1340045,6,16915345,2013-07-11T17:52:54Z
6488005,sctrojan79,2601744,8,37427520,2016-02-25T05:09:24Z
6489209,csytsma,54770,7,39983229,2016-06-13T04:09:13Z
6490530,balrog-kun,20587,4,4304484,2010-04-02T18:01:44Z
6491625,sctrojan79,2601744,7,37402781,2016-02-24T01:08:33Z
